SId,CId,Marks
2191,64,66
84194,14,90
20314,79,70
54679,30,37
67056,99,86
35938,15,71
30538,69,79
37581,87,56
81515,23,60
49620,74,96
69655,80,86
5651,53,58
71082,13,47
26316,43,82
73690,75,74
77122,49,88
47950,25,92
36639,89,42
74874,49,47
4183,22,77
32697,97,53
58849,98,66
71724,53,37
37396,25,66
83711,64,38
10235,59,57
60068,95,47
86621,29,37
13416,30,36
4486,34,67
77173,7,64
75946,94,75
22619,58,54
48575,9,59
58659,10,99
70183,10,87
16896,31,76
13142,10,79
53975,99,63
50789,66,100
33156,1,35
88566,98,97
46742,4,43
82969,85,63
34159,84,97
10325,78,52
60830,30,81
233,36,58
41790,96,68
13729,69,83
53010,6,77
74128,40,100
33054,35,38
5959,93,88
76631,1,89
44078,88,81
16086,90,92
78808,13,58
17464,21,84
4284,95,71
27957,57,72
57362,95,49
44985,95,45
68706,75,81
23250,15,51
77237,78,72
83023,32,50
35687,7,74
43200,11,84
22650,69,70
79717,2,91
79669,42,77
72878,60,57
7651,68,43
71722,66,38
81679,2,74
43616,37,91
45115,81,85
55352,44,46
3625,14,75
8147,92,58
54591,79,51
89403,53,36
86480,45,58
36188,39,46
52306,51,47
942,52,58
27995,94,42
72071,5,70
37235,50,79
9642,68,68
57013,10,54
25331,28,89
2489,69,92
4042,58,82
14658,76,79
38311,21,100
28844,14,35
86345,28,73
28118,76,44
75663,82,37
75643,56,36
42691,38,36
40208,97,40
69049,40,84
36744,35,88
17856,7,45
46338,9,48
7353,51,95
62918,15,84
42594,78,42
86761,20,44
38806,35,44
32187,52,53
53790,4,39
70845,70,99
88197,31,65
60006,42,42
63307,35,100
88823,71,63
74229,43,73
68850,30,60
79324,97,95
47375,11,68
12629,4,91
57795,19,83
57285,40,47
20517,28,84
34703,2,82
39864,99,98
49395,59,63
4417,35,86
7212,92,94
41580,6,57
69518,14,38
22574,68,53
33802,51,78
26890,29,94
51297,23,94
65884,66,97
38884,85,60
42837,62,67
87398,53,45
43130,44,73
1059,4,83
41866,41,60
28801,74,76
16033,30,64
56353,97,37
26554,68,55
30877,8,39
29884,17,89
83920,31,91
72659,39,64
9914,62,99
1262,37,63
71322,79,90
75897,54,92
34184,90,60
11429,79,67
8654,67,92
53889,43,55
16443,89,54
41551,99,49
13665,84,84
1130,29,43
65805,65,63
24869,71,96
13465,37,47
34066,4,50
85642,85,71
30810,69,58
54375,78,48
7628,82,39
60944,3,68
38582,94,54
41430,65,36
36656,25,87
28745,4,35
67472,62,46
39325,27,54
10378,22,57
61624,26,100
37001,97,55
5714,8,77
7897,57,73
72593,45,41
40117,93,42
36987,4,50
11192,93,82
49419,10,58
36262,37,88
87864,43,87
74640,59,62
10770,38,62
51188,82,54
87158,71,47
64847,12,80
85718,38,65
32577,29,95
63526,28,53
78987,59,46
7519,8,82
31732,43,93
16089,13,77
70066,15,65
52523,46,81
46633,15,93
29227,58,57
11344,84,91
79540,37,96
55027,25,69
60142,16,88
21232,68,70
57264,22,54
4365,59,72
78790,2,95
76373,15,76
75489,99,86
36331,47,73
6028,29,72
2878,66,73
48654,32,86
31076,22,67
30509,70,38
4552,99,39
85294,76,44
9447,7,46
24042,92,49
24652,11,52
74051,80,63
87145,15,60
16358,100,73
73032,48,49
53264,57,37
9063,41,89
58306,57,89
21620,91,56
29747,36,49
43687,73,59
59694,43,89
66911,51,54
61858,10,55
35634,48,40
26882,25,93
5369,9,71
39498,27,59
41349,43,56
28805,98,96
70765,60,66
35329,74,52
15030,18,89
48723,36,83
38297,30,97
1158,85,66
17545,31,78
3926,54,70
64835,46,49
31642,38,52
13524,63,42
25795,52,72
68162,17,57
50167,58,41
30899,93,70
51431,17,55
37774,52,97
31658,54,64
12503,24,70
26191,3,45
68513,20,35
12083,4,41
37099,16,91
21678,5,86
16360,2,65
70218,28,61
11129,20,73
37934,36,38
7675,64,85
80144,100,92
81690,89,36
8917,14,62
40693,35,96
71406,41,81
46506,46,49
36856,92,86
12057,36,94
72302,46,94
9732,77,57
76709,5,63
48854,76,98
38201,87,62
71879,100,79
45910,16,98
68136,66,53
22260,19,92
58176,94,70
61868,91,43
86690,87,49
7174,17,81
64952,25,87
88523,76,38
66066,72,55
46928,97,61
41494,71,82
80072,24,76
17692,97,45
13580,25,91
4002,46,38
75530,16,35
11185,23,47
44333,62,65
73965,13,90
36023,44,65
27447,42,72
12639,18,47
48458,52,91
33113,93,73
28230,63,36
70257,61,87
72652,64,63
37585,58,95
40086,14,72
22931,41,84
11123,8,98
26941,28,50
14077,46,95
41416,89,48
31084,16,99
10455,61,47
27042,71,95
6728,41,55
15787,1,87
83658,39,97
4559,88,61
30576,11,40
14193,15,77
46913,82,36
26,26,61
21685,63,46
26476,35,35
39487,95,98
50554,93,83
73225,23,73
44600,11,70
84891,12,58
36056,70,96
55979,43,67
60993,41,97
77274,31,54
80629,100,62
17639,43,57
41050,27,66
34029,81,38
89561,13,41
63991,9,64
50003,58,68
70734,94,55
58412,37,39
14102,56,44
71274,41,35
42975,6,85
8695,100,41
4584,92,95
41973,24,73
35804,57,94
58089,10,90
47767,23,37
26266,88,58
60234,14,65
61781,60,87
5654,38,69
27190,86,43
49220,81,75
73913,85,79
27300,89,65
21043,82,51
19678,42,49
14203,59,37
79473,43,83
89607,13,70
14571,45,79
42111,22,44
82102,31,77
61051,13,80
8988,90,53
540,6,66
77419,3,47
72881,89,62
13466,23,53
76240,82,80
47697,34,74
50659,93,96
21109,78,55
61205,68,75
19858,48,72
38188,49,87
11033,19,52
82065,52,41
54936,49,96
56939,53,52
70663,31,93
64095,7,99
27411,15,67
75680,62,56
24699,9,57
37570,51,53
20819,7,93
45490,16,49
4782,54,91
55651,41,99
65296,18,91
62251,97,84
44186,89,60
28227,52,65
6852,67,42
58766,20,54
21359,33,65
63238,66,75
7960,67,68
2009,47,37
66682,86,78
50151,85,52
29329,1,78
51037,11,97
66773,89,66
27135,77,71
65485,8,53
20097,34,77
79124,100,74
33116,6,77
11370,67,53
18040,39,100
14322,18,67
42014,92,64
16605,29,41
70089,4,77
23703,41,63
40878,30,37
43002,91,95
1526,80,62
51321,88,82
74394,36,38
11766,70,71
88982,51,68
87521,42,36
38950,55,62
26812,86,98
48328,51,62
45001,18,90
80393,67,45
37742,23,87
84626,91,43
52811,22,63
51968,9,88
67949,94,89
74274,1,47
34724,82,85
78136,32,93
11813,17,99
75605,33,55
80862,7,39
12707,94,38
10183,19,57
21415,69,59
41471,15,57
81366,36,51
19960,24,45
83793,38,72
18386,18,86
37652,67,48
9888,80,75
18219,85,72
79823,12,81
16343,7,44
87957,69,65
21031,67,45
89756,25,75
165,68,100
88229,68,48
13890,5,84
54306,18,84
59727,45,76
10974,94,95
40062,47,75
88063,57,83
38248,88,40
75811,66,39
63183,79,42
31466,54,54
32539,15,52
58730,25,64
20209,13,54
60349,81,75
65750,10,79
75455,62,66
64229,53,75
45601,96,84
34242,18,81
87352,91,70
14852,61,91
38013,78,51
18887,97,50
82421,37,88
40299,92,95
47116,75,43
29034,25,74
16273,71,52
4974,85,98
80213,84,51
62190,40,63
13672,12,97
1183,48,83
36141,93,54
68650,6,53
28579,80,100
6777,5,73
81786,98,51
41260,1,74
50887,8,57
57460,7,92
44893,48,93
83826,64,88
59518,74,44
59264,39,75
75372,52,94
30005,48,78
16068,15,51
29480,52,99
51626,37,49
3102,35,50
18284,12,79
23299,4,96
10639,37,45
76968,33,42
31280,68,92
46606,37,41
40914,27,72
72851,60,97
65990,57,50
72926,31,54
64425,88,43
39016,76,54
14801,25,59
36036,4,36
26855,72,42
59756,99,76
60526,39,40
26457,23,64
52840,75,83
77390,53,95
45024,52,47
8348,8,93
24938,41,51
44397,92,42
49586,90,93
64140,56,39
70032,92,55
82366,9,45
33158,8,62
83353,2,42
83934,2,97
31687,14,70
27184,96,77
77059,10,86
73073,15,89
20791,4,72
14382,95,57
8608,37,69
66623,21,89
40246,47,42
13610,56,70
25568,7,63
19510,71,96
845,82,99
50003,64,52
58948,57,85
18661,17,35
1170,60,39
82084,81,87
67724,73,89
60170,7,59
67698,38,67
49434,73,77
41242,86,42
26143,81,85
27200,3,80
12826,94,87
59279,79,81
24842,11,45
16147,82,78
33779,3,36
13088,88,55
89225,87,62
75479,74,37
34695,93,50
83245,23,87
64097,4,56
74547,15,65
13447,49,88
60446,32,90
30922,52,86
32356,24,79
11559,99,60
73340,82,57
28383,77,98
76073,54,70
69881,35,36
33515,6,70
27386,93,57
51704,75,81
68721,32,38
7136,1,84
22005,30,70
8333,25,57
35969,8,88
79880,96,80
16650,62,86
341,35,93
1434,77,40
49044,14,86
68896,8,64
62094,30,97
1117,96,62
43838,95,80
21697,13,83
88037,21,65
56541,27,76
74823,32,65
60135,64,41
87110,49,63
2371,63,69
40830,41,36
67197,55,77
50217,47,79
24202,93,100
25611,74,64
79372,15,53
75964,27,37
82016,74,41
76434,92,74
67004,22,90
10989,64,72
78267,30,69
37114,28,98
47821,59,36
73840,17,69
40284,15,55
84378,15,42
12024,7,37
35523,36,37
31696,26,86
32218,89,75
81830,39,96
2885,72,73
49779,5,46
17208,16,81
43365,80,58
12753,96,60
61774,54,45
61013,68,96
15149,41,59
89287,92,78
23613,23,97
38561,69,83
13390,18,100
39022,99,46
64861,64,38
28434,40,82
55806,24,58
24335,82,75
83662,80,40
35107,99,74
31861,39,80
12178,29,62
26528,59,53
15535,50,57
21737,25,86
59102,36,70
84719,57,80
12099,50,39
16958,44,66
10258,85,99
36449,38,80
53926,100,67
9291,1,85
43442,57,77
41730,46,39
43453,35,55
15173,83,45
81635,61,70
55978,7,79
86590,72,94
47342,9,98
31119,81,79
67079,92,54
14039,37,84
15836,97,97
37025,59,55
20430,48,55
79111,25,98
32715,15,75
51176,85,90
86857,18,80
66168,3,48
62669,13,61
67107,53,69
13203,15,78
4625,80,44
10158,22,79
79415,54,65
83562,10,78
13336,16,97
76164,46,73
41354,57,46
59005,85,62
82851,56,47
74934,73,85
68034,20,40
83444,44,56
27570,93,91
72231,47,78
3037,5,86
11819,8,71
83550,16,79
6094,66,80
23613,62,40
68035,7,76
62950,89,70
13548,48,46
69990,69,55
5234,3,74
57371,21,43
7674,91,72
40061,92,62
48008,92,68
32189,65,94
87779,55,41
70519,6,60
70530,9,82
1121,26,60
64929,96,55
26356,54,59
25430,51,67
3571,29,69
10066,94,98
29601,52,46
35634,23,78
21584,27,80
23922,60,96
81960,57,37
50264,75,98
48328,66,37
54810,60,82
83974,13,87
63327,25,63
85470,47,68
44418,51,69
76856,78,48
67493,88,67
29104,6,92
3049,63,85
79875,98,98
46213,56,84
16188,68,76
58243,30,83
79012,88,96
23812,82,90
36364,1,41
42436,41,49
76004,26,39
76289,56,70
59797,63,37
10489,92,46
33754,26,47
24414,10,62
52150,47,55
48336,92,47
16865,74,89
15724,71,95
8223,38,89
38066,97,82
4877,64,96
40435,88,40
31848,71,64
11358,47,98
82862,14,91
30974,13,58
66081,75,49
17065,24,75
13935,64,40
12485,54,69
23507,83,90
56333,89,59
14430,47,58
73070,17,84
32322,14,89
58645,93,61
6076,45,56
82128,60,64
82880,93,46
83327,27,63
21060,12,71
39654,13,90
82162,8,73
64934,47,57
5844,37,45
70752,56,89
84825,24,55
15989,63,82
2416,72,52
14861,59,87
47955,16,93
23711,50,49
76417,78,41
73588,23,96
85457,38,37
12265,76,46
84932,96,62
78814,86,60
10768,95,86
42684,12,100
19909,82,41
76781,58,98
41425,21,77
43493,6,41
28076,45,85
55264,82,43
68824,2,89
82328,19,59
45230,24,53
32203,72,59
75011,71,58
17901,33,63
51228,80,88
41066,45,77
63285,48,81
2885,42,90
9801,5,45
50887,97,43
19338,35,40
49270,39,48
1359,10,42
83825,37,75
85990,29,79
37212,31,39
15029,17,75
1526,81,81
21121,4,87
45227,27,89
17361,56,64
48271,45,74
42263,56,44
83507,94,47
84528,61,58
84929,42,45
5109,68,49
83175,89,38
28255,42,96
43703,11,50
26078,34,79
86450,26,36
24429,30,89
83046,21,99
42558,7,49
60631,80,50
31933,87,50
56336,43,69
83000,6,81
18108,26,84
73409,1,45
54572,29,86
8883,42,68
66374,44,43
30430,57,38
77334,8,38
76284,31,40
71803,16,43
12701,2,71
3309,70,44
53693,42,41
45282,11,57
87582,42,81
52383,4,57
67821,51,97
2856,87,58
83242,95,60
24198,88,82
87666,62,72
56759,67,48
65178,7,61
23887,41,96
4788,59,86
39050,13,53
45419,74,93
23628,31,45
3474,58,68
6395,56,93
73022,16,53
57303,67,45
9816,1,85
38809,4,66
14789,88,62
41944,3,65
22730,13,68
58646,4,54
65986,62,59
65856,77,40
35084,62,35
88447,61,94
42698,73,69
63263,30,53
29172,76,59
74414,47,55
21196,15,97
84067,73,80
75326,71,69
16218,35,66
19843,1,93
43567,52,83
58017,51,36
26144,58,45
41680,58,43
16139,25,50
66531,40,65
82678,77,60
4978,32,43
55254,49,66
83832,20,35
65262,78,67
33677,11,64
72158,79,65
39217,20,88
37090,82,90
50918,1,66
88799,39,90
27470,17,92
52037,76,41
58173,62,48
29716,37,77
37471,73,60
50647,9,87
53002,74,41
13603,82,55
44793,23,53
41939,49,82
72979,36,74
50761,18,35
43519,68,54
2837,27,76
52699,76,87
67479,23,90
82970,17,57
63502,79,47
16710,81,66
81551,91,62
52083,48,40
41642,34,89
70698,25,89
67399,98,68
13372,36,58
88326,17,78
49250,65,54
84535,77,97
40021,9,58
61696,91,85
78241,81,67
55785,49,50
87476,78,59
71343,20,50
1615,78,45
38460,68,70
16153,74,35
6764,81,42
49807,91,83
41015,86,42
73946,34,60
13612,33,91
49381,4,51
37408,13,69
1218,25,68
63237,54,43
85296,39,85
53713,83,52
89410,6,84
54068,25,37
68241,45,82
53363,86,68
50551,22,47
11147,75,74
26029,56,46
41307,30,56
48941,75,41
29545,73,37
5597,68,62
30714,40,53
6969,40,53
49644,32,45
35846,95,60
86818,84,69
56632,55,55
61825,70,46
73584,13,97
37648,79,39
56087,63,46
35494,77,83
24316,48,55
9352,55,49
51421,72,85
31225,31,40
26552,49,94
55715,77,54
39637,86,87
46493,67,82
762,95,100
64873,56,65
77102,28,89
42474,56,48
16415,84,44
49,20,41
80328,44,72
21836,17,80
42295,66,69
76786,62,81
78789,12,85
35387,90,46
49461,31,86
86729,80,83
86817,22,51
38036,40,61
2330,8,98
75443,57,56
44505,54,89
51284,42,46
12729,82,76
66000,85,74
4032,75,69
82165,45,56
43566,47,62
4731,60,53
56862,13,46
33706,22,67
43483,49,62
59676,19,65
56612,42,96
61742,33,66
57379,4,78
73484,76,71
3371,76,81
39877,50,59
80026,99,91
59213,56,62
30381,35,97
31208,100,68
24772,50,56
44539,90,35
45647,20,72
59412,48,73
34294,99,99
63150,19,83
32911,85,35
42905,47,66
48107,6,100
66860,71,99
38928,54,97
80088,14,61
41012,98,38
48262,21,70
82745,22,73
89305,76,57
24753,49,77
10761,13,96
81127,65,80
70728,53,73
14758,85,87
62960,5,51
76346,90,64
69901,90,73
35122,9,82
39599,32,35
46699,64,67
35741,62,61
56053,12,70
75074,61,97
17751,91,100
77406,16,88
56911,84,61
1290,84,37
54783,3,41
69814,42,46
40686,64,78
59671,3,50
54550,88,86
17795,96,55
25892,23,47
17891,88,79
73948,48,35
48640,99,77
27047,33,98
10021,80,67
60505,63,98
46236,28,72
72433,73,98
15063,74,46
17572,8,79
1165,25,53
61815,16,72
29840,65,86
60973,16,90
16774,53,86
31463,9,97
20831,48,61
11947,89,91
79961,14,100
63036,90,100
51390,25,50
36090,61,77
31727,82,66
16797,45,40
45189,43,81
30789,18,51
37680,15,95
16247,18,51
24427,73,40
82264,64,63
12233,55,39
24125,60,84
12913,90,70
27738,55,38
51216,29,47
68288,53,52
85046,97,55
24339,8,36
6611,43,43
76967,38,46
74139,25,85
69712,81,66
62607,92,69
18411,33,44
5105,99,70
65513,54,89
72574,95,91
37435,11,51
55507,93,46
84958,98,58
3564,75,39
45067,53,50
17681,67,91
43901,96,74
28021,92,82
1526,53,79
40299,48,37
33164,50,47
68376,96,71
44262,38,81
41858,28,72
89297,75,100
86295,32,55
63777,15,82
19095,92,93
8210,13,92
69097,67,93
7497,59,44
29335,97,66
21726,4,63
20505,17,100
23402,42,98
14703,32,38
86023,18,62
35096,60,79
74183,28,77
2108,59,37
76294,99,94
80094,16,91
24803,99,69
60593,41,50
63184,31,36
7886,22,83
40764,81,93
57754,62,43
39068,7,62
50784,52,80
56127,49,82
88593,70,97
75734,64,73
9279,40,85
37825,77,96
76399,29,72
75773,5,84
18101,18,52
17993,24,88
76585,1,51
32376,83,70
61232,14,43
77473,80,90
82203,3,98
76226,56,35
75967,1,35
29975,21,71
21671,50,86
17606,86,93
80452,7,96
18688,72,72
28392,38,49
9459,7,54
41996,60,85
18961,1,93
13552,77,61
20953,27,61
28521,81,96
59622,74,94
12206,89,65
85335,31,71
19581,59,37
62737,25,56
67583,46,87
59706,9,58
57409,14,62
42632,27,69
62540,65,64
70717,48,58
67694,79,92
3108,13,63
46027,88,97
79475,70,60
70414,29,41
395,52,94
11911,57,57
45029,12,49
43069,57,56
61602,62,60
54244,60,47
62735,17,37
40427,40,66
24321,67,90
78533,1,74
26846,75,97
51736,12,52
16098,1,66
58383,39,72
53268,20,43
8058,65,89
5778,58,91
56770,89,56
17310,85,80
13458,39,39
30339,90,46
22106,25,47
51232,21,82
50562,47,76
24659,79,90
21318,77,37
17223,45,99
53409,53,73
89835,79,71
6573,44,75
7907,20,39
1927,95,41
80900,1,50
77373,90,99
48097,50,53
6309,72,74
87633,43,79
1547,59,46
50671,7,47
29394,100,74
33168,30,45
70347,26,62
73382,20,83
31097,65,88
84713,67,38
77180,93,45
81351,99,88
24284,10,78
14093,41,75
9247,47,47
24892,40,52
3806,98,46
69714,9,52
64740,9,36
80541,41,44
10542,12,70
56514,49,97
73310,11,49
21101,32,62
68864,61,90
55064,73,71
88828,19,43
31940,92,78
11015,6,45
15912,43,44
32121,11,64
59751,98,97
41641,93,99
77833,7,55
57562,72,74
23860,33,57
57698,89,94
12624,75,94
66495,32,98
42667,1,75
25372,59,80
12993,54,44
72447,21,95
41347,35,68
48625,46,40
48189,95,85
84488,77,45
53972,19,72
85905,60,46
73040,21,91
27036,89,72
47584,30,94
61167,13,59
39354,67,44
32100,27,36
85680,88,55
11578,82,100
7443,85,57
77964,22,82
18569,83,59
65829,94,76
19928,25,35
29065,65,86
27562,78,98
12435,15,81
50277,55,71
7697,89,69
16232,5,45
23795,8,36
62772,48,75
63667,95,79
86183,1,96
38643,26,76
7018,86,54
23421,22,43
79044,6,59
72009,24,55
24799,80,62
29068,38,49
5217,7,93
17286,51,72
26300,19,40
25785,16,85
75566,77,96
39158,89,45
74260,81,87
33874,97,56
69745,96,59
50477,100,70
44936,71,88
11231,15,44
9612,74,73
43688,92,77
62286,52,50
82772,90,73
17491,83,65
80946,26,51
66139,13,83
78532,14,46
10385,32,48
15751,31,72
43306,23,60
29993,89,76
65041,95,83
84444,4,96
37447,71,45
64147,73,36
72640,14,60
88053,47,71
55890,6,56
10869,38,97
35278,69,40
76507,22,91
65915,51,51
76628,80,97
73217,95,47
83517,53,54
69642,44,48
74411,92,48
68542,6,55
35096,49,95
6870,28,50
57673,59,70
14204,69,62
29453,21,99
30449,80,97
1628,79,63
73682,20,89
38885,5,70
33342,81,62
23106,11,54
38328,55,46
9561,10,68
59835,22,41
72089,70,91
11671,4,99
25684,94,97
46063,96,93
89003,15,82
2464,63,62
70660,31,82
47015,62,47
67106,50,86
1826,80,83
56929,76,37
37051,56,75
30542,68,92
3913,76,58
24867,98,55
65152,8,96
931,81,42
39641,30,60
39619,99,58
59539,53,46
56849,60,96
1969,4,66
1830,41,38
76886,86,41
22951,49,81
43556,34,57
45294,39,60
55825,97,49
66504,10,93
13809,29,37
69791,89,82
10814,37,81
6716,79,52
88696,15,82
66718,79,86
5227,9,67
63303,16,91
6351,55,63
56060,32,76
50398,80,84
23166,12,97
28957,8,44
48000,72,77
35383,37,71
88261,41,40
69691,8,88
61468,79,44
17755,22,36
83012,36,68
75311,85,60
72038,13,39
82867,91,96
82870,48,63
52799,65,56
85358,16,67
37955,13,59
24431,56,56
6808,94,97
67848,71,56
59375,28,95
81639,45,41
77827,8,89
86227,42,42
82618,31,92
2127,29,97
66720,83,56
35395,24,98
12446,89,49
36636,27,89
71461,36,69
30236,2,86
82961,13,99
23710,96,64
48176,36,92
14119,15,78
31849,83,77
7779,44,86
13905,88,96
89855,85,36
80803,3,86
11007,92,45
30261,21,38
10591,33,52
63485,76,97
71135,8,92
67873,23,63
70846,50,66
59195,73,80
35014,95,89
53311,74,54
71004,38,53
57617,96,67
58521,97,78
55996,45,82
59744,46,73
19829,55,83
16600,23,58
4375,52,35
45511,34,58
24838,16,84
52048,16,37
17609,17,84
34914,33,39
72800,65,67
63399,89,62
37335,44,75
64845,14,64
52794,94,45
2013,47,49
42091,35,48
45576,13,90
69803,81,86
42225,47,93
18895,15,45
78423,85,51
1848,46,82
63976,54,50
62102,70,45
68528,57,77
78591,67,84
51629,16,61
58032,28,38
57137,92,69
58057,71,75
24884,5,80
10467,1,40
28398,63,89
75206,50,65
31242,62,47
87865,63,96
80743,98,82
65677,61,52
7832,7,68
68338,1,90
9275,23,66
64995,27,91
57570,21,58
60698,66,65
11740,8,60
43040,77,95
52957,23,84
21007,72,58
89949,47,87
66562,85,99
50891,75,94
53391,44,95
67830,26,71
8516,47,89
12542,67,93
15861,79,87
14660,79,91
11862,24,36
34276,83,91
23019,75,71
38838,14,46
13399,94,94
9368,84,69
65295,11,57
36923,31,44
86363,19,49
79412,36,65
18143,86,53
59110,31,59
80758,78,92
18720,30,67
44158,20,79
49159,41,50
57883,14,55
15331,31,45
73327,10,77
69895,89,43
71315,4,39
39638,38,39
87608,59,69
19552,12,41
19713,48,52
11259,16,98
89550,63,92
27129,96,36
56113,14,40
72922,78,91
27207,65,80
28571,85,42
34096,86,50
19995,34,35
69103,63,51
6460,96,98
19506,4,60
49908,75,92
13719,71,71
44167,88,61
16272,91,99
11040,28,38
86056,10,38
49478,67,41
30674,27,81
13829,54,76
59847,64,82
37772,66,45
85266,30,78
85989,32,78
30427,11,76
1737,2,100
10851,14,62
38926,56,50
61088,52,49
80077,46,66
5501,69,52
15457,74,75
77452,36,57
42151,41,51
79349,74,70
8712,16,36
15629,8,68
79613,52,81
12817,29,81
79902,58,43
57244,88,87
76742,80,84
86729,3,47
15015,98,54
30213,22,46
29267,30,67
51736,6,82
52414,77,72
34923,67,84
38655,98,60
80987,91,73
47376,39,42
65812,50,37
87038,71,85
80448,81,93
56939,96,52
83142,4,94
52601,21,48
17832,6,63
86848,12,64
25170,50,58
44536,67,96
14525,52,92
57326,50,89
71815,87,39
18345,64,56
29437,58,56
17080,55,40
42933,89,40
26781,15,80
39487,27,49
54163,41,69
65775,77,92
23705,44,56
44824,31,92
50013,51,59
12726,39,41
52417,46,47
76116,19,50
6572,31,89
68658,33,95
28905,2,61
53074,43,73
2954,91,56
33783,2,79
28111,73,77
27371,9,67
64024,30,74
83975,94,64
26952,60,73
3591,20,51
48419,43,100
36770,12,78
44543,56,40
7991,25,37
9220,24,90
83470,65,46
16248,39,65
30473,23,97
2433,62,59
7298,23,76
65631,48,78
51773,15,81
38463,55,42
85839,58,70
19564,29,75
72333,10,49
70835,14,71
26803,20,72
32568,93,58
81424,21,57
82531,9,67
24039,77,36
82613,38,77
60737,23,95
85071,50,46
65624,82,77
44142,46,56
11630,80,55
29082,24,58
14326,53,54
36804,76,84
67372,42,89
73113,34,69
2718,93,58
20985,53,59
66256,61,47
84881,60,85
74984,6,72
13659,18,46
21440,6,46
87208,30,71
89034,65,66
33934,45,58
43005,52,94
13640,31,40
1690,65,67
32502,38,65
14251,29,75
49701,2,78
68162,4,59
43611,60,45
68177,79,51
50758,90,71
36043,35,46
73557,81,54
72747,51,46
78382,63,45
82129,52,69
4274,51,56
74329,10,89
88199,63,81
39498,41,74
66371,87,92
87217,14,96
68074,6,84
45582,93,64
39305,87,81
44868,6,89
25265,21,37
58072,79,87
87142,90,69
48768,84,77
54066,7,73
75647,60,72
42394,96,73
81212,63,35
68483,20,96
87606,46,76
21577,79,99
58882,63,64
10105,91,59
82865,78,59
5623,44,62
40437,5,68
17851,20,44
16681,50,68
69504,86,83
22828,66,54
59227,10,86
8800,64,97
25028,25,80
9319,75,91
53628,61,82
79792,5,70
14283,82,50
63937,66,45
69221,49,56
80148,51,92
58150,20,62
83701,33,71
86229,96,55
87829,33,77
87088,95,60
1203,75,38
50617,19,38
83160,44,56
63993,91,38
8322,15,58
26563,30,78
57528,36,91
30911,95,89
79116,93,46
29401,8,61
63548,77,91
35058,90,85
78759,70,68
24825,38,44
61834,45,100
87851,78,86
41263,23,52
75512,18,74
77167,63,68
32918,53,77
28435,65,35
5235,7,66
1067,71,67
78763,88,75
11825,37,38
75809,39,39
63222,91,42
34931,31,78
4540,66,46
79582,33,89
22261,62,35
56951,73,72
53800,89,96
27444,49,83
57667,9,70
1225,62,86
6350,70,41
58023,69,49
53941,38,43
12267,87,65
40653,83,95
24574,90,54
65407,92,93
67726,18,65
79329,76,67
10727,50,36
8427,43,78
9479,36,58
6157,19,82
67317,18,43
85005,3,63
72810,51,72
44791,63,65
82882,23,53
59388,21,49
18533,50,96
87131,25,90
54855,50,92
19669,69,46
8724,4,45
63985,50,68
16444,81,93
85826,20,85
13457,65,59
41543,75,79
27845,58,59
59394,44,89
4850,93,44
60556,64,88
59365,22,89
22822,22,80
59832,33,38
46856,16,41
77454,41,40
77603,12,35
41362,42,97
57904,10,63
6598,71,89
54109,89,43
21247,29,67
59720,100,77
15895,87,43
18203,97,59
1,55,62
24918,74,71
27427,40,83
54986,4,69
84999,13,66
85397,89,36
26678,19,73
16641,100,79
19854,20,51
33943,32,64
33233,45,41
4062,60,76
18085,86,51
9936,50,91
38889,88,64
75677,80,93
21786,71,78
55930,61,48
25117,65,61
46538,94,48
43958,51,94
85592,17,85
52209,42,40
34178,41,74
28531,100,42
81119,17,84
84457,53,93
55600,52,83
56652,58,100
76045,42,93
73584,17,77
19678,49,82
47233,74,58
87233,13,69
58856,22,41
88122,90,38
25732,83,85
22740,39,75
33269,84,84
54431,1,69
71549,90,96
53763,25,53
75627,37,64
67633,71,94
43927,51,64
4981,29,72
29662,80,86
40411,91,71
50792,83,90
68897,33,70
6823,96,78
3343,85,57
61367,33,65
76174,9,89
26959,30,48
36197,33,51
31179,85,64
22209,56,53
68814,99,80
29161,6,38
21558,24,82
36741,44,94
82879,11,36
28830,35,88
17452,47,90
47264,21,75
88201,67,37
19233,37,99
57736,51,50
82267,36,80
67041,36,49
70403,30,76
31778,17,83
5881,17,58
33601,40,60
72071,96,64
16260,57,59
77020,78,46
3087,90,58
83961,69,75
48612,67,73
38179,25,67
12863,52,89
5374,83,99
22106,95,64
70719,70,88
44796,35,85
85573,22,75
31375,6,88
5387,29,38
65835,97,39
31517,76,93
47355,64,91
52972,26,87
26633,73,71
28021,49,54
35831,28,89
34557,58,85
43855,45,55
64992,84,39
86041,53,84
29353,12,56
14815,100,51
65800,73,45
53223,38,57
44895,95,76
34050,96,80
56772,74,95
82355,51,75
16150,38,93
69149,49,67
48963,48,94
40785,93,100
49282,51,42
88827,21,47
88596,57,43
24361,47,66
13552,5,44
15022,75,41
37324,97,73
27115,51,57
38193,11,63
28118,1,61
48266,43,82
80724,96,77
24803,12,58
80394,48,54
87567,1,63
34131,81,53
1780,9,100
11491,83,59
75815,69,99
53543,48,94
27920,60,70
63423,1,44
84360,16,93
55651,99,60
11673,8,40
22787,76,44
81196,21,69
1269,4,100
50183,88,85
43422,3,58
36656,4,35
73540,86,37
52144,5,93
75352,72,66
29390,55,99
2229,97,96
8672,26,78
40881,11,92
32609,66,71
